Outlet SAP BP ID	Send to Supplier	COF #	Store Number	Ship To Name	Address 1	Address 2	City	State	Zip	Order Qty	Part Number	Pre-Filter	Combo Filter 	Ice Only Filter	Req'd Ship Date	Carrier	 Tracking #	Returns with a reason code	Customer Number	PO Number	Ordered By	Shipping Vendor	Shipping Method
10151740	44154	2867493	365	WIENERSCHNITZEL #365	7000 N MESA ST		EL PASO	TX	79912	1	108-014-S				12/29/2020								
10150784	44154	5199552	366	WIENERSCHNITZEL #366	845 BRANHAM LN		SAN JOSE	CA	95136	1	108-020NS		108-020NS		12/29/2020								
10151681	44154	7712987	367	WIENERSCHNITZEL #367	6300 SAN MATEO BLVD NE		ALBUQUERQUE	NM	87109	1	108-020NS		108-020NS		12/29/2020								
10151432	44154	7100966	370	WIENERSCHNITZEL #370	494 S E ST		SAN BERNARDINO	CA	92401	1	108-020NS		108-020NS		12/29/2020								
10151029	44154	5161774	372	WIENERSCHNITZEL #372	120 S CLOVIS AVE		FRESNO	CA	93727	1	108-020NS		108-020NS	108-014NS	12/29/2020								
10151029	44154	5161774	372	WIENERSCHNITZEL #372	120 S CLOVIS AVE		FRESNO	CA	93727	1	108-014NS				12/29/2020								
10151455	44154	363869	376	WIENERSCHNITZEL #376	25202 CABOT RD		LAGUNA HILLS	CA	92653	1	108-020NS		108-020NS		12/29/2020								
10150850	44154	401927	379	WIENERSCHNITZEL #379	220 CHINA LAKE BLVD		RIDGECREST	CA	93555	1	108-020NS		108-020NS	108-014-S	12/29/2020								
10150850	44154	401927	379	WIENERSCHNITZEL #379	220 CHINA LAKE BLVD		RIDGECREST	CA	93555	1	108-014-S				12/29/2020								
10150950	44154	2661858	381	WIENERSCHNITZEL #381	283 PALOMAR ST		CHULA VISTA	CA	91911	1	108-020NS		108-020NS		12/29/2020								
10150446	44154	404135	385	HAMBURGER STAND #385	825 S IMPERIAL AVE		EL CENTRO	CA	92243	1	108-020NS		108-020NS		12/29/2020								
10151741	44154	2867507	389	WIENERSCHNITZEL #389	10008 DYER ST		EL PASO	TX	79924	1	108-020NS	108-231	108-020NS	108-014-S	12/29/2020								
10151741	44154	2867507	389	WIENERSCHNITZEL #389	10008 DYER ST		EL PASO	TX	79924	1	108-231				12/29/2020								
10151741	44154	2867507	389	WIENERSCHNITZEL #389	10008 DYER ST		EL PASO	TX	79924	1	108-014-S				12/29/2020								
10151500	44154	7370089	390	WIENERSCHNITZEL #390	4501 JAMBOREE RD		NEWPORT BEACH	CA	92660	1	108-020NS		108-020NS		12/29/2020								
10151755	44154	490494	396	WIENERSCHNITZEL #396	1507 ROSS ST		AMARILLO	TX	79102	1	108-020NS	108-231	108-020NS		12/29/2020								
10151755	44154	490494	396	WIENERSCHNITZEL #396	1507 ROSS ST		AMARILLO	TX	79102	1	108-231				12/29/2020								
10150447	44154	5717683	402	WIENERSCHNITZEL #402	1714 W AVENUE K		LANCASTER	CA	93534	1	108-020NS		108-020NS		12/29/2020								
10151742	44154	496272	405	WIENERSCHNITZEL #405	7102 QUAKER AVE		LUBBOCK	TX	79424	1	108-020NS	108-231	108-020NS		12/29/2020								
10151742	44154	496272	405	WIENERSCHNITZEL #405	7102 QUAKER AVE		LUBBOCK	TX	79424	1	108-231				12/29/2020								
10151053	44154	5165981	413	WIENERSCHNITZEL #413	3523 SWEETWATER SPRINGS BLVD		SPRING VALLEY	CA	91978	1	108-020NS		108-020NS		12/29/2020								
10151127	44154	5180876	415	WIENERSCHNITZEL #0415	23300 SUNSET CROSSING RD		DIAMOND BAR	CA	91765	1	108-020NS		108-020NS		12/29/2020								
10150841	44154	9772960	418	WIENERSCHNITZEL #418	13401 BOWMAN RD		AUBURN	CA	95603	1	108-010		108-010	108-014-S	12/29/2020								
10150841	44154	9772960	418	WIENERSCHNITZEL #418	13401 BOWMAN RD		AUBURN	CA	95603	1	108-014-S				12/29/2020								
10150798	44154	7370752	421	WIENERSCHNITZEL #421	149 PEABODY RD		VACAVILLE	CA	95687	1	108-020NS		108-020NS		12/29/2020								
10150757	44154	393631	424	WIENERSCHNITZEL #424	9650 MISSION GORGE RD		SANTEE	CA	92071	1	108-020NS		108-020NS		12/29/2020								
10151529	44154	3692105	427	HAMBURGER STAND #427	3030 W 72ND AVE		WESTMINSTER	CO	80030	1	108-020NS		108-020NS	108-014-S	12/29/2020								
10151529	44154	3692105	427	HAMBURGER STAND #427	3030 W 72ND AVE		WESTMINSTER	CO	80030	1	108-014-S				12/29/2020								
10151758	44154	496164	428	WIENERSCHNITZEL #428	301 UNIVERSITY AVE		LUBBOCK	TX	79415	1	108-020NS	108-231	108-020NS		12/29/2020								
10151758	44154	496164	428	WIENERSCHNITZEL #428	301 UNIVERSITY AVE		LUBBOCK	TX	79415	1	108-231				12/29/2020								
10151527	44154	476771	431	HAMBURGER STAND #431	8680 N WASHINGTON ST		THORNTON	CO	80229	1	108-020NS		108-020NS	108-014-S	12/29/2020								
10151527	44154	476771	431	HAMBURGER STAND #431	8680 N WASHINGTON ST		THORNTON	CO	80229	1	108-014-S				12/29/2020								
10151743	44154	3400275	432	WIENERSCHNITZEL #432	1899 N LEE TREVINO DR		EL PASO	TX	79936	1	108-020NS	108-231	108-020NS		12/29/2020								
10151743	44154	3400275	432	WIENERSCHNITZEL #432	1899 N LEE TREVINO DR		EL PASO	TX	79936	1	108-231				12/29/2020								
10150449	44154	5723096	433	WIENERSCHNITZEL #0433	103 W MAIN ST		WOODLAND	CA	95695	1	108-014		108-014	108-014-S	12/29/2020								
10150449	44154	5723096	433	WIENERSCHNITZEL #0433	103 W MAIN ST		WOODLAND	CA	95695	1	108-014-S				12/29/2020								
10151588	44154	9500453	441	WIENERSCHNITZEL #441	4470 E CHARLESTON BLVD		LAS VEGAS	NV	89104	1	108-020NS		108-020NS		12/29/2020								
10150463	44154	375036	449	WIENERSCHNITZEL #449	1200 W YOSEMITE AVE		MANTECA	CA	95337	1	108-020NS		108-020NS	108-014-S	12/29/2020								
10150463	44154	375036	449	WIENERSCHNITZEL #449	1200 W YOSEMITE AVE		MANTECA	CA	95337	1	108-014-S				12/29/2020								
10150470	44154	7387778	450	WIENERSCHNITZEL #450	3850 LA SIERRA AVE		RIVERSIDE	CA	92505	1	108-020NS		108-020NS		12/29/2020								
10151893	44154	6074830	451	HAMBURGER STAND #451	3930 E 2ND ST		CASPER	WY	82609	1	108-020NS		108-020NS	108-014-S	12/29/2020								
10151893	44154	6074830	451	HAMBURGER STAND #451	3930 E 2ND ST		CASPER	WY	82609	1	108-014-S				12/29/2020								
10151182	44154	5193217	452	WIENERSCHNITZEL #452	14705 JEFFREY RD		IRVINE	CA	92618	1	108-020NS		108-020NS		12/29/2020								
10150472	44154	398425	453	WIENERSCHNITZEL #453	236 N CHESTER AVE		BAKERSFIELD	CA	93308	1	108-020NS		108-020NS		12/29/2020								
10150116	44154	7420926	454	WIENERSCHNITZEL #454	6346 N ORACLE RD		TUCSON	AZ	85704	1	108-020NS		108-020NS	108-014-S	12/29/2020								
10150116	44154	7420926	454	WIENERSCHNITZEL #454	6346 N ORACLE RD		TUCSON	AZ	85704	1	108-014-S				12/29/2020								
10151654	44154	7714409	456	WIENERSCHNITZEL #456	110 JUAN TABO BLVD NE		ALBUQUERQUE	NM	87123	1	108-014		(2) 108-014	108-014-S	12/29/2020								
10151654	44154	7714409	456	WIENERSCHNITZEL #457	111 JUAN TABO BLVD NE		ALBUQUERQUE	NM	87124	1	108-014				12/29/2020								
10151654	44154	7714409	456	WIENERSCHNITZEL #456	110 JUAN TABO BLVD NE		ALBUQUERQUE	NM	87123	1	108-014-S				12/29/2020								
10151848	44154	468883	459	WIENERSCHNITZEL #459	7780 S REDWOOD RD		WEST JORDAN	UT	84084	1	108-020NS		108-020NS	108-014-S	12/29/2020								
10151848	44154	468883	459	WIENERSCHNITZEL #459	7780 S REDWOOD RD		WEST JORDAN	UT	84084	1	108-014-S				12/29/2020								
10151000	44154	5151206	464	WIENERSCHNITZEL #464	898 SUNRISE AVE		ROSEVILLE	CA	95661	1	108-020NS		108-020NS		12/29/2020								
10151477	44154	5705662	467	WIENERSCHNITZEL #467	9421 FOOTHILL BLVD		RANCHO CUCAMONGA	CA	91730	1	108-020NS		108-020NS		12/29/2020								
10150573	44154	380664	468	WIENERSCHNITZEL #468	7373 N BLACKSTONE AVE		PINEDALE	CA	93650	1	108-020NS		108-020NS		12/29/2020								
10150564	44154	9555419	470	WIENERSCHNITZEL #470	1245 BRIDGE ST		YUBA CITY	CA	95991	1	108-020NS		108-020NS		12/29/2020								
10150562	44154	374145	472	WIENERSCHNITZEL #472	1620 E HATCH RD		MODESTO	CA	95351	1	108-020NS		108-020NS		12/29/2020								
10151057	44154	9678558	475	WIENERSCHNITZEL #475	1281 E MAIN ST		EL CAJON	CA	92021	1	108-020NS		108-020NS		12/29/2020								
10151153	44154	3666624	481	WIENERSCHNITZEL #481	10810 BEVERLY BLVD		WHITTIER	CA	90601	1	108-020NS		108-020NS		12/29/2020								
10151302	44154	5707259	482	WIENERSCHNITZEL #0482	10221 ARTESIA BLVD		BELLFLOWER	CA	90706	1	108-020NS		108-020NS		12/29/2020								
10150596	44154	375226	485	HAMBURGER STAND #485	4105 E MAIN ST		STOCKTON	CA	95215	1	108-020NS		108-020NS	108-014-S	12/29/2020								
10150596	44154	375226	485	HAMBURGER STAND #485	4105 E MAIN ST		STOCKTON	CA	95215	1	108-014-S				12/29/2020								
10150663	44154	425294	490	WIENERSCHNITZEL #490	801 E VALLEY BLVD		COLTON	CA	92324	1	108-020NS		108-020NS		12/29/2020								
10150720	44154	414599	492	WIENERSCHNITZEL #492	4901 CHERRY AVE		LONG BEACH	CA	90807	1	108-020NS		108-020NS		12/29/2020								
10151613	44154	5236932	495	WIENERSCHNITZEL #495	1760 S RAINBOW BLVD		LAS VEGAS	NV	89146	1	108-020NS		108-020NS		12/29/2020								
10150796	44154	413764	509	WIENERSCHNITZEL #509	2780 PACIFIC COAST HWY		TORRANCE	CA	90505	1	108-020NS		108-020NS		12/29/2020								
10150137	44154	7421570	513	HAMBURGER STAND #513	625 W AJO WAY		TUCSON	AZ	85713	1	108-020NS		108-020NS	108-014-S	12/29/2020								
10150137	44154	7421570	513	HAMBURGER STAND #513	625 W AJO WAY		TUCSON	AZ	85713	1	108-014-S				12/29/2020								
10150800	44154	7234559	514	WIENERSCHNITZEL #514	2501 BROADWAY		SACRAMENTO	CA	95818	1	108-020NS		108-020NS		12/29/2020								
10150699	44154	376447	518	WIENERSCHNITZEL #518	5950 NORTH HIGHWAY 99		STOCKTON	CA	95212	1	108-020NS		108-020NS		12/29/2020								
10151662	44154	499246	521	WIENERSCHNITZEL #521	9651 MENAUL BLVD NE		ALBUQUERQUE	NM	87112	1	108-020NS		108-020NS		12/29/2020								
10151661	44154	7700851	523	WIENERSCHNITZEL #523	2929 CARLISLE BLVD NE		ALBUQUERQUE	NM	87110	1	108-020NS		108-020NS		12/29/2020								
10150773	44154	426802	527	WIENERSCHNITZEL #527	24007 SUNNYMEAD BLVD		MORENO VALLEY	CA	92553	1	108-020NS		108-020NS		12/29/2020								
10150695	44154	434056	530	WIENERSCHNITZEL #530	10985 MERIDIAN DR		CYPRESS	CA	90630	1	108-020NS		108-020NS		12/29/2020								
10151306	44154	5708733	532	WIENERSCHNITZEL #0532	5775 VAN BUREN BLVD		RIVERSIDE	CA	92503	1	108-020NS		108-020NS		12/29/2020								
10150759	44154	435149	533	WIENERSCHNITZEL #533	1120 E IMPERIAL HWY		LA HABRA	CA	90631	1	108-020NS		108-020NS		12/29/2020								
10150644	44154	417700	543	WIENERSCHNITZEL #543	1381 E FOOTHILL BLVD		UPLAND	CA	91786	1	108-020NS		108-020NS		12/29/2020								
10151180	44154	5193088	544	WIENERSCHNITZEL #544	1388 W FOOTHILL BLVD		RIALTO	CA	92376	1	108-020NS		108-020NS		12/29/2020								
10151441	44154	7123644	545	WIENERSCHNITZEL #545	1960 OCEANSIDE BLVD		OCEANSIDE	CA	92054	1	108-020NS		108-020NS		12/29/2020								
10150672	44154	381675	548	WIENERSCHNITZEL #548	4398 W SHAW AVE		FRESNO	CA	93722	1	108-020NS		108-020NS	108-014NS	12/29/2020								
10150672	44154	381675	548	WIENERSCHNITZEL #548	4398 W SHAW AVE		FRESNO	CA	93722	1	108-014NS				12/29/2020								
10150780	44154	427022	554	WIENERSCHNITZEL #554	3513 W FLORIDA AVE		HEMET	CA	92545	1	108-020NS		108-020NS		12/29/2020								
10150711	44154	9662959	555	WIENERSCHNITZEL #555	15014 BEAR VALLEY RD		VICTORVILLE	CA	92395	1	108-020NS		108-020NS		12/29/2020								
10150139	44154	7427529	556	HAMBURGER STAND #556	2820 S PACIFIC AVE		YUMA	AZ	85365	1	108-020NS		108-020NS	108-014-S	12/29/2020								
10150139	44154	7427529	556	HAMBURGER STAND #556	2820 S PACIFIC AVE		YUMA	AZ	85365	1	108-014-S				12/29/2020								
10150824	44154	418101	557	WIENERSCHNITZEL #557	750 E HUNTINGTON DR		MONROVIA	CA	91016	1	108-020NS		108-020NS		12/29/2020								
10150866	44154	428699	558	WIENERSCHNITZEL #558	15555 MAIN ST STE E		HESPERIA	CA	92345	1	108-020NS		108-020NS		12/29/2020								
10150823	44154	426314	561	WIENERSCHNITZEL #561	23750 ALESSANDRO BLVD		MORENO VALLEY	CA	92553	1	108-020NS		108-020NS		12/29/2020								
10150748	44154	426692	562	WIENERSCHNITZEL #562	2011 E WASHINGTON ST		COLTON	CA	92324	1	108-020NS		108-020NS		12/29/2020								
10150746	44154	398426	567	WIENERSCHNITZEL #567	6200 WHITE LN		BAKERSFIELD	CA	93309	1	108-020NS		108-020NS		12/29/2020								
10151345	44154	7710797	569	WIENERSCHNITZEL #569	12719 FOOTHILL BLVD		RANCHO CUCAMONGA	CA	91739	1	108-020NS		108-020NS		12/29/2020								
10151600	44154	509339	577	WIENERSCHNITZEL #577	2575 WINDMILL PKWY		HENDERSON	NV	89074	1	108-020NS		108-020NS		12/29/2020								
10150954	44154	2676434	578	WIENERSCHNITZEL #578	250 E LAMBERT RD		BREA	CA	92821	1	108-020NS		108-020NS		12/29/2020								
10151002	44154	5151324	580	WIENERSCHNITZEL #580	2830 S VENTURA RD		OXNARD	CA	93033	1	108-020NS		108-020NS		12/29/2020								
10151602	44154	3666625	583	WIENERSCHNITZEL #583	2071 ROCK SPRINGS DR		LAS VEGAS	NV	89128	1	108-020NS		108-020NS		12/29/2020								
10151771	44154	1925479	584	WIENERSCHNITZEL #584	5861 S STAPLES ST		CORPUS CHRISTI	TX	78413	1	108-020NS	108-231	108-020NS		12/29/2020								
10151771	44154	1925479	584	WIENERSCHNITZEL #584	5861 S STAPLES ST		CORPUS CHRISTI	TX	78413	1	108-231				12/29/2020								
10151770	44154	7754173	586	WIENERSCHNITZEL #586	2997 S 14TH ST		ABILENE	TX	79605	1	108-020NS	108-231	108-020NS		12/29/2020								
10151770	44154	7754173	586	WIENERSCHNITZEL #586	2997 S 14TH ST		ABILENE	TX	79605	1	108-231				12/29/2020								
10151018	44154	3742329	587	WIENERSCHNITZEL #587	34852 YUCAIPA BLVD		YUCAIPA	CA	92399	1	108-020NS		108-020NS		12/29/2020								
10150929	44154	3692102	588	WIENERSCHNITZEL #588	4605 MILLS CIR		ONTARIO	CA	91764	1	108-020NS		108-020NS		12/29/2020								
10151772	44154	1925480	594	WIENERSCHNITZEL #594	4001 HIGHWAY 77		CORPUS CHRISTI	TX	78410	1	108-020NS	108-231	108-020NS		12/29/2020								
10151772	44154	1925480	594	WIENERSCHNITZEL #594	4001 HIGHWAY 77		CORPUS CHRISTI	TX	78410	1	108-231				12/29/2020								
10151773	44154	6066782	595	WIENERSCHNITZEL #595	3602 JOHN STOCKBAUER DR		VICTORIA	TX	77904	1	108-020NS	108-231	108-020NS		12/29/2020								
10151773	44154	6066782	595	WIENERSCHNITZEL #595	3602 JOHN STOCKBAUER DR		VICTORIA	TX	77904	1	108-231				12/29/2020								
10151604	44154	3461649	612	WIENERSCHNITZEL #612	2090 MILL ST		RENO	NV	89502	1	108-020NS		108-020NS		12/29/2020								
10151785	44154	7752444	615	WIENERSCHNITZEL #615	1809 S BRYANT BLVD		SAN ANGELO	TX	76903	1	108-020NS	108-231	108-020NS		12/29/2020								
10151785	44154	7752444	615	WIENERSCHNITZEL #615	1809 S BRYANT BLVD		SAN ANGELO	TX	76903	1	108-231				12/29/2020								
10150966	44154	2688654	616	WIENERSCHNITZEL #616	14900 HAWTHORNE BLVD		LAWNDALE	CA	90260	1	108-020NS		108-020NS		12/29/2020								
10151230	44154	5701306	617	WIENERSCHNITZEL #0617	3591 BRADSHAW RD		SACRAMENTO	CA	95827	1	108-020NS		108-020NS		12/29/2020								
10151816	44154	5370374	624	WIENERSCHNITZEL #624	415 E BETHANY DR		ALLEN	TX	75002	1	108-020NS	108-231	108-020NS		12/29/2020								
10151816	44154	5370374	624	WIENERSCHNITZEL #624	415 E BETHANY DR		ALLEN	TX	75002	1	108-231				12/29/2020								
10151184	44154	5195196	626	WIENERSCHNITZEL #626	1005 E IMPERIAL HWY		PLACENTIA	CA	92870	1	108-020NS		108-020NS		12/29/2020								
10151804	44154	5366625	628	WIENERSCHNITZEL #628	1904 OATES DR		MESQUITE	TX	75150	1	108-020NS	108-231	108-020NS		12/29/2020								
10151804	44154	5366625	628	WIENERSCHNITZEL #628	1904 OATES DR		MESQUITE	TX	75150	1	108-231				12/29/2020								
10151042	44154	5162077	629	WIENERSCHNITZEL #0629	711 1ST ST		GILROY	CA	95020	1	108-020NS		108-020NS		12/29/2020								
10151080	44154	5175606	631	WIENERSCHNITZEL #631	3005 E AVENUE S		PALMDALE	CA	93550	1	108-020NS		108-020NS		12/29/2020								
10151789	44154	2640805	633	WIENERSCHNITZEL #633	8530 PERRIN BEITEL RD		SAN ANTONIO	TX	78217	1	108-020NS	108-231	108-020NS		12/29/2020								
10151789	44154	2640805	633	WIENERSCHNITZEL #633	8530 PERRIN BEITEL RD		SAN ANTONIO	TX	78217	1	108-231				12/29/2020								
10151372	44154	5718867	637	WIENERSCHNITZEL #637	42741 45TH ST W		LANCASTER	CA	93536	1	108-020NS		108-020NS		12/29/2020								
10151800	44154	2644212	639	WIENERSCHNITZEL #0639	2614 WEST I-20		GRAND PRAIRIE	TX	75052	1	108-020NS	108-231	108-020NS		12/29/2020								
10151800	44154	2644212	639	WIENERSCHNITZEL #0639	2614 WEST I-20		GRAND PRAIRIE	TX	75052	1	108-231				12/29/2020								
10151134	44154	5185655	641	WIENERSCHNITZEL #641	3203 W ALAMEDA AVE		BURBANK	CA	91505	1	108-020NS		108-020NS	108-014-S	12/29/2020								
10151134	44154	5185655	641	WIENERSCHNITZEL #641	3203 W ALAMEDA AVE		BURBANK	CA	91505	1	108-014-S				12/29/2020								
10151370	44154	5718008	644	WIENERSCHNITZEL #0644	1708 WEBSTER ST		ALAMEDA	CA	94501	1	108-020NS		108-020NS		12/29/2020								
10151100	44154	5176427	645	WIENERSCHNITZEL #645	25250 MADISON AVE		MURRIETA	CA	92562	1	108-020NS		108-020NS		12/29/2020								
10151536	44154	5228064	646	HAMBURGER STAND #646	938 S HAVANA ST		AURORA	CO	80012	1	108-020NS		108-020NS	108-014-S	12/29/2020								
10151536	44154	5228064	646	HAMBURGER STAND #646	938 S HAVANA ST		AURORA	CO	80012	1	108-014-S				12/29/2020								
10151078	44154	5171990	657	WIENERSCHNITZEL #657	1731 N HACIENDA BLVD		LA PUENTE	CA	91744	1	108-020NS		108-020NS		12/29/2020								
10151083	44154	5177206	659	WIENERSCHNITZEL #659	42092 WASHINGTON ST		BERMUDA DUNES	CA	92203	1	108-020NS		108-020NS		12/29/2020								
10151102	44154	5178765	660	WIENERSCHNITZEL #660	108 W LINCOLN AVE		ORANGE	CA	92865	1	108-020NS		108-020NS		12/29/2020								
10151132	44154	5182603	663	WIENERSCHNITZEL #663	3748 COFFEE RD		BAKERSFIELD	CA	93308	1	108-020NS		108-020NS		12/29/2020								
10151226	44154	5700361	667	WIENERSCHNITZEL #667	4394 UNIVERSITY PKWY		SAN BERNARDINO	CA	92407	1	108-020NS		108-020NS		12/29/2020								
10151209	44154	3666617	668	WIENERSCHNITZEL #668	14524 BASELINE AVE		FONTANA	CA	92336	1	108-020NS		108-020NS		12/29/2020								
10151279	44154	5705521	670	WIENERSCHNITZEL #0670	2870 W GRANT LINE RD		TRACY	CA	95304	1	108-020NS		108-020NS		12/29/2020								
10151176	44154	5190693	672	WIENERSCHNITZEL #672	1010 A ST		HAYWARD	CA	94541	1	108-020NS		108-020NS		12/29/2020								
10150148	44154	5221781	673	WIENERSCHNITZEL #673	245 LAKE HAVASU AVE N		LAKE HAVASU CITY	AZ	86403	1	108-020NS		108-020NS		12/29/2020								
10151234	44154	3666620	679	WIENERSCHNITZEL #679	6749 ROSEMEAD BLVD		PICO RIVERA	CA	90660	1	108-020NS		108-020NS		12/29/2020								
10151327	44154	5712148	680	WIENERSCHNITZEL #0680	1305 E MAIN ST		BARSTOW	CA	92311	1	108-020NS		108-020NS		12/29/2020								
10151228	44154	5198581	683	WIENERSCHNITZEL #0683	752 E DYER RD		SANTA ANA	CA	92705	1	108-020NS		108-020NS		12/29/2020								
10151251	44154	3696729	685	WIENERSCHNITZEL #0685	68785 RAMON RD		CATHEDRAL CITY	CA	92234	1	108-020NS		108-020NS		12/29/2020								
10151803	44154	5363922	687	WIENERSCHNITZEL #687	1071 WONDER WORLD DR		SAN MARCOS	TX	78666	1	108-020NS	108-231	108-020NS		12/29/2020								
10151803	44154	5363922	687	WIENERSCHNITZEL #687	1071 WONDER WORLD DR		SAN MARCOS	TX	78666	1	108-231				12/29/2020								
10151202	44154	5196364	690	WIENERSCHNITZEL #0690	2900 STANDIFORD AVE		MODESTO	CA	95350	1	108-020NS		108-020NS	108-014-S	12/29/2020								
10151202	44154	5196364	690	WIENERSCHNITZEL #0690	2900 STANDIFORD AVE		MODESTO	CA	95350	1	108-014-S				12/29/2020								
10150161	44154	7422690	691	WIENERSCHNITZEL #691	2155 S 6TH AVE		TUCSON	AZ	85713	1	108-020NS		108-020NS		12/29/2020								
10150172	44154	7422484	692	WIENERSCHNITZEL #692	5765 E BROADWAY BLVD		TUCSON	AZ	85711	1	108-020NS		108-020NS		12/29/2020								
10150170	44154	3666615	695	WIENERSCHNITZEL #695	6030 W THUNDERBIRD RD		GLENDALE	AZ	85306	1	108-020NS		108-020NS		12/29/2020								
10151349	44154	5716431	697	WIENERSCHNITZEL #697	7460 MISSION GROVE PKWY S		RIVERSIDE	CA	92508	1	108-020NS		108-020NS		12/29/2020								
10151905	44154	5196931	698	WIENERSCHNITZEL #0698	4103 RIVERSIDE DR		CHINO	CA	91710	1	108-020NS		108-020NS		12/29/2020								
10151159	44154	5191098	699	WIENERSCHNITZEL #699	1961 W REDLANDS BLVD		REDLANDS	CA	92373	1	108-020NS		108-020NS		12/29/2020								
10151611	44154	5230314	700	WIENERSCHNITZEL #0700	390 N MCCARRAN BLVD		SPARKS	NV	89431	1	108-020NS		108-020NS		12/29/2020								
10151906	44154	7104998	704	WIENERSCHNITZEL #704	1352 W 190TH ST		TORRANCE	CA	90501	1	108-020NS		108-020NS		12/29/2020								
10151331	44154	5713156	705	WIENERSCHNITZEL #705	20652 LAKE FOREST DR		LAKE FOREST	CA	92630	1	108-020NS		108-020NS		12/29/2020								
10151333	44154	5714448	708	WIENERSCHNITZEL #708	4341 E CHAPMAN AVE		ORANGE	CA	92869	1	108-020NS		108-020NS		12/29/2020								
10151863	44154	7002067	712	WIENERSCHNITZEL #712	7063 S 900 E		MIDVALE	UT	84047	1	108-020NS		108-020NS		12/29/2020								
10150174	44154	5240739	713	WIENERSCHNITZEL #713	2840 HWY 95 STE 200C		BULLHEAD CITY	AZ	86442	1	108-020NS		108-020NS	108-014-S	12/29/2020								
10150174	44154	5240739	713	WIENERSCHNITZEL #713	2840 HWY 95 STE 200C		BULLHEAD CITY	AZ	86442	1	108-014-S				12/29/2020								
10151833	44154	6009922	714	WIENERSCHNITZEL #714	4221 S ALAMEDA ST		CORPUS CHRISTI	TX	78412	1	108-020NS	108-231	108-020NS		12/29/2020								
10151833	44154	6009922	714	WIENERSCHNITZEL #714	4221 S ALAMEDA ST		CORPUS CHRISTI	TX	78412	1	108-231				12/29/2020								
10151390	44154	5721362	715	WIENERSCHNITZEL #715	1715 PACIFIC COAST HWY		LOMITA	CA	90717	1	108-020NS		108-020NS		12/29/2020								
10151683	44154	5245605	717	WIENERSCHNITZEL #717	247 N MAIN ST		ROSWELL	NM	88201	1	108-020NS		108-020NS		12/29/2020								
10151625	44154	3754618	718	WIENERSCHNITZEL #718	3201 N RANCHO DR		LAS VEGAS	NV	89130	1	108-020NS		108-020NS		12/29/2020								
10151819	44154	5374038	720	WIENERSCHNITZEL #720	6050 FOLSOM DR		BEAUMONT	TX	77706	1	108-020NS	108-231	108-020NS		12/29/2020								
10151819	44154	5374038	720	WIENERSCHNITZEL #720	6050 FOLSOM DR		BEAUMONT	TX	77706	1	108-231				12/29/2020								
10151392	44154	5717463	721	WIENERSCHNITZEL #721	6427 DAY ST		RIVERSIDE	CA	92507	1	108-020NS		108-020NS		12/29/2020								
10151491	44154	7390487	722	WIENERSCHNITZEL #722	11076 COLOMA RD		RANCHO CORDOVA	CA	95670	1	108-020NS		108-020NS		12/29/2020								
10150189	44154	3666616	723	WIENERSCHNITZEL #723	804 S MCCLINTOCK DR		TEMPE	AZ	85281	1	108-020NS		108-020NS		12/29/2020								
10151830	44154	7000077	729	WIENERSCHNITZEL #729	7615 B UNIVERSITY AVE		LUBBOCK	TX	79423	1	108-020NS	108-231	108-020NS		12/29/2020								
10151830	44154	7000077	729	WIENERSCHNITZEL #729	7615 B UNIVERSITY AVE		LUBBOCK	TX	79423	1	108-231				12/29/2020								
10151421	44154	7036193	734	WIENERSCHNITZEL #734	3645 HAMNER AVE		NORCO	CA	92860	1	108-020NS		108-020NS		12/29/2020								
10150196	44154	7044244	737	WIENERSCHNITZEL #737	9370 W NORTHERN AVE		GLENDALE	AZ	85305	1	108-020NS		108-020NS		12/29/2020								
10150221	44154	7247062	738	WIENERSCHNITZEL #738	2100 N MCQUEEN RD		CHANDLER	AZ	85225	1	108-020NS		108-020NS		12/29/2020								
10151629	44154	7027635	739	WIENERSCHNITZEL #739	4680 E FLAMINGO RD		LAS VEGAS	NV	89121	1	108-020NS		108-020NS		12/29/2020								
10151430	44154	7101222	744	WIENERSCHNITZEL #744	761 N ARCHIBALD AVE		ONTARIO	CA	91764	1	108-020NS		108-020NS		12/29/2020								
10151877	44154	6099358	746	WIENERSCHNITZEL #746	450 N HARRISVILLE RD		HARRISVILLE	UT	84404	1	108-020NS		108-020NS		12/29/2020								
10151638	44154	7201028	751	WIENERSCHNITZEL #751	6075 S RAINBOW BLVD		LAS VEGAS	NV	89118	1	108-020NS		108-020NS		12/29/2020								
10151878	44154	469412	753	WIENERSCHNITZEL #753	1405 SOUTH 300 WEST		SALT LAKE CITY	UT	84115	1	108-020NS		108-020NS		12/29/2020								
10150210	44154	7214737	762	WIENERSCHNITZEL #762	1225 S HINSLEY RD		MESA	AZ	85201	1	108-020NS		108-020NS		12/29/2020								
10151493	44154	7248478	768	WIENERSCHNITZEL #768	12218 APPLE VALLEY RD	BLDG 3 STE A	APPLE VALLEY	CA	92308	1	108-020NS		108-020NS		12/29/2020								
10151466	44154	7213836	769	WIENERSCHNITZEL #769	825 E AVENUE K		LANCASTER	CA	93535	1	108-020NS		108-020NS		12/29/2020								
10151457	44154	7211935	771	WIENERSCHNITZEL #771	1601 N MAGNOLIA AVE		EL CAJON	CA	92020	1	108-020NS		108-020NS		12/29/2020								
